Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KiWo,Ferien,Is_Ferien,Holiday,Wochentag,Is_Weekend,Weihnachten_Sommer,Christmas_Sales,Sommerferien_Flag,Ferien_Category,Temperature_Category,Windgeschwindigkeit_Beaufort,Wind_Status,Rain_Status,Cloud_Status,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6
2012-01-03,8.0,5.5375,18,63.0,1201036,6,0.0,0,,0,0,Tuesday,0,0,0,0,0,-1,8,3,1,4,0,0,0,0,0,1
2012-01-04,4.0,5.6875,19,80.0,1201041,1,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,8,3,-1,2,1,0,0,0,0,0
2012-01-04,4.0,5.6875,19,80.0,1201042,2,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,8,3,-1,2,0,1,0,0,0,0
2012-01-04,4.0,5.6875,19,80.0,1201043,3,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,8,3,-1,2,0,0,1,0,0,0
2012-01-04,4.0,5.6875,19,80.0,1201044,4,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,8,3,-1,2,0,0,0,1,0,0
2012-01-04,4.0,5.6875,19,80.0,1201045,5,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,8,3,-1,2,0,0,0,0,1,0
2012-01-04,4.0,5.6875,19,80.0,1201046,6,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,8,3,-1,2,0,0,0,0,0,1
2012-01-05,6.0,5.3,23,80.0,1201051,1,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,9,4,-1,2,1,0,0,0,0,0
2012-01-05,6.0,5.3,23,80.0,1201052,2,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,9,4,-1,2,0,1,0,0,0,0
2012-01-05,6.0,5.3,23,80.0,1201053,3,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,9,4,-1,2,0,0,1,0,0,0
2012-01-05,6.0,5.3,23,80.0,1201054,4,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,9,4,-1,2,0,0,0,1,0,0
2012-01-05,6.0,5.3,23,80.0,1201055,5,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,9,4,-1,2,0,0,0,0,1,0
2012-01-05,6.0,5.3,23,80.0,1201056,6,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,9,4,-1,2,0,0,0,0,0,1
2012-01-07,7.0,6.528571,14,61.0,1201071,1,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,1,3,1,0,0,0,0,0
2012-01-07,7.0,6.528571,14,61.0,1201072,2,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,1,3,0,1,0,0,0,0
2012-01-07,7.0,6.528571,14,61.0,1201073,3,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,1,3,0,0,1,0,0,0
2012-01-07,7.0,6.528571,14,61.0,1201074,4,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,1,3,0,0,0,1,0,0
2012-01-07,7.0,6.528571,14,61.0,1201075,5,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,1,3,0,0,0,0,1,0
2012-01-07,7.0,6.528571,14,61.0,1201076,6,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,1,3,0,0,0,0,0,1
2012-01-08,7.0,5.9625,10,80.0,1201081,1,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,5,2,-1,3,1,0,0,0,0,0
2012-01-08,7.0,5.9625,10,80.0,1201082,2,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,5,2,-1,3,0,1,0,0,0,0
2012-01-08,7.0,5.9625,10,80.0,1201083,3,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,5,2,-1,3,0,0,1,0,0,0
2012-01-08,7.0,5.9625,10,80.0,1201084,4,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,5,2,-1,3,0,0,0,1,0,0
2012-01-08,7.0,5.9625,10,80.0,1201085,5,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,5,2,-1,3,0,0,0,0,1,0
2012-01-08,7.0,5.9625,10,80.0,1201086,6,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,5,2,-1,3,0,0,0,0,0,1
2012-01-09,8.0,5.15,12,61.0,1201091,1,0.0,0,,0,0,Monday,0,0,0,0,0,-1,6,2,1,4,1,0,0,0,0,0
2012-01-09,8.0,5.15,12,61.0,1201092,2,0.0,0,,0,0,Monday,0,0,0,0,0,-1,6,2,1,4,0,1,0,0,0,0
2012-01-09,8.0,5.15,12,61.0,1201093,3,0.0,0,,0,0,Monday,0,0,0,0,0,-1,6,2,1,4,0,0,1,0,0,0
2012-01-09,8.0,5.15,12,61.0,1201094,4,0.0,0,,0,0,Monday,0,0,0,0,0,-1,6,2,1,4,0,0,0,1,0,0
2012-01-09,8.0,5.15,12,61.0,1201095,5,0.0,0,,0,0,Monday,0,0,0,0,0,-1,6,2,1,4,0,0,0,0,1,0
2012-01-09,8.0,5.15,12,61.0,1201096,6,0.0,0,,0,0,Monday,0,0,0,0,0,-1,6,2,1,4,0,0,0,0,0,1
2012-01-11,6.0,7.8625,16,51.0,1201111,1,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,7,3,-1,2,1,0,0,0,0,0
2012-01-11,6.0,7.8625,16,51.0,1201112,2,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,7,3,-1,2,0,1,0,0,0,0
2012-01-11,6.0,7.8625,16,51.0,1201113,3,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,7,3,-1,2,0,0,1,0,0,0
2012-01-11,6.0,7.8625,16,51.0,1201114,4,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,7,3,-1,2,0,0,0,1,0,0
2012-01-11,6.0,7.8625,16,51.0,1201115,5,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,7,3,-1,2,0,0,0,0,1,0
2012-01-11,6.0,7.8625,16,51.0,1201116,6,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,7,3,-1,2,0,0,0,0,0,1
2012-01-12,7.0,7.4375,25,61.0,1201121,1,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,10,4,1,3,1,0,0,0,0,0
2012-01-12,7.0,7.4375,25,61.0,1201122,2,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,10,4,1,3,0,1,0,0,0,0
2012-01-12,7.0,7.4375,25,61.0,1201123,3,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,10,4,1,3,0,0,1,0,0,0
2012-01-12,7.0,7.4375,25,61.0,1201124,4,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,10,4,1,3,0,0,0,1,0,0
2012-01-12,7.0,7.4375,25,61.0,1201125,5,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,10,4,1,3,0,0,0,0,1,0
2012-01-12,7.0,7.4375,25,61.0,1201126,6,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,10,4,1,3,0,0,0,0,0,1
2012-01-16,8.0,3.0625,6,61.0,1201161,1,0.0,0,,0,0,Monday,0,0,0,0,0,-1,4,1,1,4,1,0,0,0,0,0
2012-01-16,8.0,3.0625,6,61.0,1201162,2,0.0,0,,0,0,Monday,0,0,0,0,0,-1,4,1,1,4,0,1,0,0,0,0
2012-01-16,8.0,3.0625,6,61.0,1201163,3,0.0,0,,0,0,Monday,0,0,0,0,0,-1,4,1,1,4,0,0,1,0,0,0
2012-01-16,8.0,3.0625,6,61.0,1201164,4,0.0,0,,0,0,Monday,0,0,0,0,0,-1,4,1,1,4,0,0,0,1,0,0
2012-01-16,8.0,3.0625,6,61.0,1201165,5,0.0,0,,0,0,Monday,0,0,0,0,0,-1,4,1,1,4,0,0,0,0,1,0
2012-01-16,8.0,3.0625,6,61.0,1201166,6,0.0,0,,0,0,Monday,0,0,0,0,0,-1,4,1,1,4,0,0,0,0,0,1
2012-01-18,7.0,2.35,12,51.0,1201181,1,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,6,2,-1,3,1,0,0,0,0,0
2012-01-18,7.0,2.35,12,51.0,1201182,2,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,6,2,-1,3,0,1,0,0,0,0
2012-01-18,7.0,2.35,12,51.0,1201183,3,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,6,2,-1,3,0,0,1,0,0,0
2012-01-18,7.0,2.35,12,51.0,1201184,4,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,6,2,-1,3,0,0,0,1,0,0
2012-01-18,7.0,2.35,12,51.0,1201185,5,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,6,2,-1,3,0,0,0,0,1,0
2012-01-18,7.0,2.35,12,51.0,1201186,6,0.0,0,,0,0,Wednesday,0,0,0,0,0,-1,6,2,-1,3,0,0,0,0,0,1
2012-01-19,8.0,5.2625,16,80.0,1201191,1,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,7,3,-1,4,1,0,0,0,0,0
2012-01-19,8.0,5.2625,16,80.0,1201192,2,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,7,3,-1,4,0,1,0,0,0,0
2012-01-19,8.0,5.2625,16,80.0,1201193,3,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,7,3,-1,4,0,0,1,0,0,0
2012-01-19,8.0,5.2625,16,80.0,1201194,4,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,7,3,-1,4,0,0,0,1,0,0
2012-01-19,8.0,5.2625,16,80.0,1201195,5,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,7,3,-1,4,0,0,0,0,1,0
2012-01-19,8.0,5.2625,16,80.0,1201196,6,0.0,0,,0,0,Thursday,0,0,0,0,0,-1,7,3,-1,4,0,0,0,0,0,1
2012-01-20,6.0,3.4375,12,26.0,1201201,1,0.0,0,,0,0,Friday,0,0,0,0,0,-1,6,2,-1,2,1,0,0,0,0,0
2012-01-20,6.0,3.4375,12,26.0,1201202,2,0.0,0,,0,0,Friday,0,0,0,0,0,-1,6,2,-1,2,0,1,0,0,0,0
2012-01-20,6.0,3.4375,12,26.0,1201203,3,0.0,0,,0,0,Friday,0,0,0,0,0,-1,6,2,-1,2,0,0,1,0,0,0
2012-01-20,6.0,3.4375,12,26.0,1201204,4,0.0,0,,0,0,Friday,0,0,0,0,0,-1,6,2,-1,2,0,0,0,1,0,0
2012-01-20,6.0,3.4375,12,26.0,1201205,5,0.0,0,,0,0,Friday,0,0,0,0,0,-1,6,2,-1,2,0,0,0,0,1,0
2012-01-20,6.0,3.4375,12,26.0,1201206,6,0.0,0,,0,0,Friday,0,0,0,0,0,-1,6,2,-1,2,0,0,0,0,0,1
2012-01-21,7.0,3.5375,16,68.0,1201211,1,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,-1,3,1,0,0,0,0,0
2012-01-21,7.0,3.5375,16,68.0,1201212,2,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,-1,3,0,1,0,0,0,0
2012-01-21,7.0,3.5375,16,68.0,1201213,3,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,-1,3,0,0,1,0,0,0
2012-01-21,7.0,3.5375,16,68.0,1201214,4,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,-1,3,0,0,0,1,0,0
2012-01-21,7.0,3.5375,16,68.0,1201215,5,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,-1,3,0,0,0,0,1,0
2012-01-21,7.0,3.5375,16,68.0,1201216,6,0.0,0,,0,0,Saturday,1,0,0,0,0,-1,7,3,-1,3,0,0,0,0,0,1
2012-01-22,6.0,3.7875,12,21.0,1201221,1,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,6,2,0,2,1,0,0,0,0,0
2012-01-22,6.0,3.7875,12,21.0,1201222,2,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,6,2,0,2,0,1,0,0,0,0
2012-01-22,6.0,3.7875,12,21.0,1201223,3,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,6,2,0,2,0,0,1,0,0,0
2012-01-22,6.0,3.7875,12,21.0,1201224,4,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,6,2,0,2,0,0,0,1,0,0
2012-01-22,6.0,3.7875,12,21.0,1201225,5,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,6,2,0,2,0,0,0,0,1,0
2012-01-22,6.0,3.7875,12,21.0,1201226,6,0.0,0,,0,0,Sunday,1,0,0,0,0,-1,6,2,0,2,0,0,0,0,0,1
2012-01-23,5.0,2.2125,4,10.0,1201231,1,0.0,0,,0,0,Monday,0,0,0,0,0,-1,3,1,-1,2,1,0,0,0,0,0
2012-01-23,5.0,2.2125,4,10.0,1201232,2,0.0,0,,0,0,Monday,0,0,0,0,0,-1,3,1,-1,2,0,1,0,0,0,0
2012-01-23,5.0,2.2125,4,10.0,1201233,3,0.0,0,,0,0,Monday,0,0,0,0,0,-1,3,1,-1,2,0,0,1,0,0,0
2012-01-23,5.0,2.2125,4,10.0,1201234,4,0.0,0,,0,0,Monday,0,0,0,0,0,-1,3,1,-1,2,0,0,0,1,0,0
2012-01-23,5.0,2.2125,4,10.0,1201235,5,0.0,0,,0,0,Monday,0,0,0,0,0,-1,3,1,-1,2,0,0,0,0,1,0
2012-01-23,5.0,2.2125,4,10.0,1201236,6,0.0,0,,0,0,Monday,0,0,0,0,0,-1,3,1,-1,2,0,0,0,0,0,1
2012-01-27,8.0,-1.0,10,71.0,1201271,1,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,4,1,0,0,0,0,0
2012-01-27,8.0,-1.0,10,71.0,1201272,2,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,4,0,1,0,0,0,0
2012-01-27,8.0,-1.0,10,71.0,1201273,3,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,4,0,0,1,0,0,0
2012-01-27,8.0,-1.0,10,71.0,1201274,4,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,4,0,0,0,1,0,0
2012-01-27,8.0,-1.0,10,71.0,1201275,5,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,4,0,0,0,0,1,0
2012-01-27,8.0,-1.0,10,71.0,1201276,6,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,4,0,0,0,0,0,1
2012-01-28,6.0,-1.3875,10,10.0,1201281,1,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,1,0,0,0,0,0
2012-01-28,6.0,-1.3875,10,10.0,1201282,2,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,1,0,0,0,0
2012-01-28,6.0,-1.3875,10,10.0,1201283,3,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,1,0,0,0
2012-01-28,6.0,-1.3875,10,10.0,1201284,4,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,0,1,0,0
2012-01-28,6.0,-1.3875,10,10.0,1201285,5,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,0,0,1,0
2012-01-28,6.0,-1.3875,10,10.0,1201286,6,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,0,0,0,1
2012-01-29,7.0,-3.1625,8,71.0,1201291,1,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,5,2,-1,3,1,0,0,0,0,0
2012-01-29,7.0,-3.1625,8,71.0,1201292,2,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,5,2,-1,3,0,1,0,0,0,0
2012-01-29,7.0,-3.1625,8,71.0,1201293,3,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,5,2,-1,3,0,0,1,0,0,0
2012-01-29,7.0,-3.1625,8,71.0,1201294,4,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,5,2,-1,3,0,0,0,1,0,0
2012-01-29,7.0,-3.1625,8,71.0,1201295,5,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,5,2,-1,3,0,0,0,0,1,0
2012-01-29,7.0,-3.1625,8,71.0,1201296,6,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,5,2,-1,3,0,0,0,0,0,1
2012-02-01,7.0,-1.825,16,71.0,1202011,1,0.0,0,,0,0,Wednesday,0,0,0,0,0,-2,7,3,-1,3,1,0,0,0,0,0
2012-02-01,7.0,-1.825,16,71.0,1202012,2,0.0,0,,0,0,Wednesday,0,0,0,0,0,-2,7,3,-1,3,0,1,0,0,0,0
2012-02-01,7.0,-1.825,16,71.0,1202013,3,0.0,0,,0,0,Wednesday,0,0,0,0,0,-2,7,3,-1,3,0,0,1,0,0,0
2012-02-01,7.0,-1.825,16,71.0,1202014,4,0.0,0,,0,0,Wednesday,0,0,0,0,0,-2,7,3,-1,3,0,0,0,1,0,0
2012-02-01,7.0,-1.825,16,71.0,1202015,5,0.0,0,,0,0,Wednesday,0,0,0,0,0,-2,7,3,-1,3,0,0,0,0,1,0
2012-02-01,7.0,-1.825,16,71.0,1202016,6,0.0,0,,0,0,Wednesday,0,0,0,0,0,-2,7,3,-1,3,0,0,0,0,0,1
2012-02-02,6.0,-5.85,8,85.0,1202021,1,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,5,2,-1,2,1,0,0,0,0,0
2012-02-02,6.0,-5.85,8,85.0,1202022,2,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,5,2,-1,2,0,1,0,0,0,0
2012-02-02,6.0,-5.85,8,85.0,1202023,3,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,5,2,-1,2,0,0,1,0,0,0
2012-02-02,6.0,-5.85,8,85.0,1202024,4,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,5,2,-1,2,0,0,0,1,0,0
2012-02-02,6.0,-5.85,8,85.0,1202025,5,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,5,2,-1,2,0,0,0,0,1,0
2012-02-02,6.0,-5.85,8,85.0,1202026,6,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,5,2,-1,2,0,0,0,0,0,1
2012-02-03,4.0,-5.85,14,3.0,1202031,1,0.0,0,,0,0,Friday,0,0,0,0,0,-2,7,3,-1,2,1,0,0,0,0,0
2012-02-03,4.0,-5.85,14,3.0,1202032,2,0.0,0,,0,0,Friday,0,0,0,0,0,-2,7,3,-1,2,0,1,0,0,0,0
2012-02-03,4.0,-5.85,14,3.0,1202033,3,0.0,0,,0,0,Friday,0,0,0,0,0,-2,7,3,-1,2,0,0,1,0,0,0
2012-02-03,4.0,-5.85,14,3.0,1202034,4,0.0,0,,0,0,Friday,0,0,0,0,0,-2,7,3,-1,2,0,0,0,1,0,0
2012-02-03,4.0,-5.85,14,3.0,1202035,5,0.0,0,,0,0,Friday,0,0,0,0,0,-2,7,3,-1,2,0,0,0,0,1,0
2012-02-03,4.0,-5.85,14,3.0,1202036,6,0.0,0,,0,0,Friday,0,0,0,0,0,-2,7,3,-1,2,0,0,0,0,0,1
2012-02-04,4.0,-7.5375,10,71.0,1202041,1,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,1,0,0,0,0,0
2012-02-04,4.0,-7.5375,10,71.0,1202042,2,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,1,0,0,0,0
2012-02-04,4.0,-7.5375,10,71.0,1202043,3,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,1,0,0,0
2012-02-04,4.0,-7.5375,10,71.0,1202044,4,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,0,1,0,0
2012-02-04,4.0,-7.5375,10,71.0,1202045,5,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,0,0,1,0
2012-02-04,4.0,-7.5375,10,71.0,1202046,6,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,2,0,0,0,0,0,1
2012-02-06,4.0,-10.25,6,10.0,1202061,1,0.0,0,,0,0,Monday,0,0,0,0,0,-2,4,1,-1,2,1,0,0,0,0,0
2012-02-06,4.0,-10.25,6,10.0,1202062,2,0.0,0,,0,0,Monday,0,0,0,0,0,-2,4,1,-1,2,0,1,0,0,0,0
2012-02-06,4.0,-10.25,6,10.0,1202063,3,0.0,0,,0,0,Monday,0,0,0,0,0,-2,4,1,-1,2,0,0,1,0,0,0
2012-02-06,4.0,-10.25,6,10.0,1202064,4,0.0,0,,0,0,Monday,0,0,0,0,0,-2,4,1,-1,2,0,0,0,1,0,0
2012-02-06,4.0,-10.25,6,10.0,1202065,5,0.0,0,,0,0,Monday,0,0,0,0,0,-2,4,1,-1,2,0,0,0,0,1,0
2012-02-06,4.0,-10.25,6,10.0,1202066,6,0.0,0,,0,0,Monday,0,0,0,0,0,-2,4,1,-1,2,0,0,0,0,0,1
2012-02-07,6.0,-3.0,18,71.0,1202071,1,0.0,0,,0,0,Tuesday,0,0,0,0,0,-2,8,3,-1,2,1,0,0,0,0,0
2012-02-07,6.0,-3.0,18,71.0,1202072,2,0.0,0,,0,0,Tuesday,0,0,0,0,0,-2,8,3,-1,2,0,1,0,0,0,0
2012-02-07,6.0,-3.0,18,71.0,1202073,3,0.0,0,,0,0,Tuesday,0,0,0,0,0,-2,8,3,-1,2,0,0,1,0,0,0
2012-02-07,6.0,-3.0,18,71.0,1202074,4,0.0,0,,0,0,Tuesday,0,0,0,0,0,-2,8,3,-1,2,0,0,0,1,0,0
2012-02-07,6.0,-3.0,18,71.0,1202075,5,0.0,0,,0,0,Tuesday,0,0,0,0,0,-2,8,3,-1,2,0,0,0,0,1,0
2012-02-07,6.0,-3.0,18,71.0,1202076,6,0.0,0,,0,0,Tuesday,0,0,0,0,0,-2,8,3,-1,2,0,0,0,0,0,1
2012-02-09,6.0,-1.6625,21,3.0,1202091,1,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,9,4,-1,2,1,0,0,0,0,0
2012-02-09,6.0,-1.6625,21,3.0,1202092,2,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,9,4,-1,2,0,1,0,0,0,0
2012-02-09,6.0,-1.6625,21,3.0,1202093,3,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,9,4,-1,2,0,0,1,0,0,0
2012-02-09,6.0,-1.6625,21,3.0,1202094,4,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,9,4,-1,2,0,0,0,1,0,0
2012-02-09,6.0,-1.6625,21,3.0,1202095,5,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,9,4,-1,2,0,0,0,0,1,0
2012-02-09,6.0,-1.6625,21,3.0,1202096,6,0.0,0,,0,0,Thursday,0,0,0,0,0,-2,9,4,-1,2,0,0,0,0,0,1
2012-02-10,6.0,-2.8125,8,71.0,1202101,1,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,2,1,0,0,0,0,0
2012-02-10,6.0,-2.8125,8,71.0,1202102,2,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,2,0,1,0,0,0,0
2012-02-10,6.0,-2.8125,8,71.0,1202103,3,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,2,0,0,1,0,0,0
2012-02-10,6.0,-2.8125,8,71.0,1202104,4,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,2,0,0,0,1,0,0
2012-02-10,6.0,-2.8125,8,71.0,1202105,5,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,2,0,0,0,0,1,0
2012-02-10,6.0,-2.8125,8,71.0,1202106,6,0.0,0,,0,0,Friday,0,0,0,0,0,-2,5,2,-1,2,0,0,0,0,0,1
2012-02-11,7.0,-4.575,8,78.0,1202111,1,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,3,1,0,0,0,0,0
2012-02-11,7.0,-4.575,8,78.0,1202112,2,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,3,0,1,0,0,0,0
2012-02-11,7.0,-4.575,8,78.0,1202113,3,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,3,0,0,1,0,0,0
2012-02-11,7.0,-4.575,8,78.0,1202114,4,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,3,0,0,0,1,0,0
2012-02-11,7.0,-4.575,8,78.0,1202115,5,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,3,0,0,0,0,1,0
2012-02-11,7.0,-4.575,8,78.0,1202116,6,0.0,0,,0,0,Saturday,1,0,0,0,0,-2,5,2,-1,3,0,0,0,0,0,1
2012-02-12,8.0,-1.2375,16,72.0,1202121,1,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,7,3,-1,4,1,0,0,0,0,0
2012-02-12,8.0,-1.2375,16,72.0,1202122,2,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,7,3,-1,4,0,1,0,0,0,0
2012-02-12,8.0,-1.2375,16,72.0,1202123,3,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,7,3,-1,4,0,0,1,0,0,0
2012-02-12,8.0,-1.2375,16,72.0,1202124,4,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,7,3,-1,4,0,0,0,1,0,0
2012-02-12,8.0,-1.2375,16,72.0,1202125,5,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,7,3,-1,4,0,0,0,0,1,0
2012-02-12,8.0,-1.2375,16,72.0,1202126,6,0.0,0,,0,0,Sunday,1,0,0,0,0,-2,7,3,-1,4,0,0,0,0,0,1
