Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KiWo,Ferien,Is_Ferien,Holiday,Bewoelkung_Imputed,Wettercode_Imputed
2012-01-09,8,5.15,12,61,1201094,4,0.0,0,,0,0,0,0
2012-01-09,8,5.15,12,61,1201095,5,0.0,0,,0,0,0,0
2012-01-09,8,5.15,12,61,1201096,6,0.0,0,,0,0,0,0
2012-01-10,6,6.1125,10,61,1201101,1,0.0,0,,0,0,0,1
2012-01-10,6,6.1125,10,61,1201102,2,0.0,0,,0,0,0,1
2012-01-10,6,6.1125,10,61,1201103,3,0.0,0,,0,0,0,1
2012-01-10,6,6.1125,10,61,1201104,4,0.0,0,,0,0,0,1
2012-01-10,6,6.1125,10,61,1201105,5,0.0,0,,0,0,0,1
2012-01-10,6,6.1125,10,61,1201106,6,0.0,0,,0,0,0,1
2012-01-11,6,7.8625,16,51,1201111,1,0.0,0,,0,0,0,0
2012-01-11,6,7.8625,16,51,1201112,2,0.0,0,,0,0,0,0
2012-01-11,6,7.8625,16,51,1201113,3,0.0,0,,0,0,0,0
2012-01-11,6,7.8625,16,51,1201114,4,0.0,0,,0,0,0,0
2012-01-11,6,7.8625,16,51,1201115,5,0.0,0,,0,0,0,0
2012-01-11,6,7.8625,16,51,1201116,6,0.0,0,,0,0,0,0
2012-01-12,7,7.4375,25,61,1201121,1,0.0,0,,0,0,0,0
2012-01-12,7,7.4375,25,61,1201122,2,0.0,0,,0,0,0,0
2012-01-12,7,7.4375,25,61,1201123,3,0.0,0,,0,0,0,0
2012-01-12,7,7.4375,25,61,1201124,4,0.0,0,,0,0,0,0
2012-01-12,7,7.4375,25,61,1201125,5,0.0,0,,0,0,0,0
2012-01-12,7,7.4375,25,61,1201126,6,0.0,0,,0,0,0,0
2012-01-13,2,4.8,18,25,1201131,1,0.0,0,,0,0,0,1
2012-01-13,2,4.8,18,25,1201132,2,0.0,0,,0,0,0,1
2012-01-13,2,4.8,18,25,1201133,3,0.0,0,,0,0,0,1
2012-01-13,2,4.8,18,25,1201134,4,0.0,0,,0,0,0,1
2012-01-13,2,4.8,18,25,1201135,5,0.0,0,,0,0,0,1
2012-01-13,2,4.8,18,25,1201136,6,0.0,0,,0,0,0,1
2012-01-14,3,2.8875,10,61,1201141,1,0.0,0,,0,0,0,1
2012-01-14,3,2.8875,10,61,1201142,2,0.0,0,,0,0,0,1
2012-01-14,3,2.8875,10,61,1201143,3,0.0,0,,0,0,0,1
2012-01-14,3,2.8875,10,61,1201144,4,0.0,0,,0,0,0,1
2012-01-14,3,2.8875,10,61,1201145,5,0.0,0,,0,0,0,1
2012-01-14,3,2.8875,10,61,1201146,6,0.0,0,,0,0,0,1
2012-01-15,1,2.225,6,5,1201151,1,0.0,0,,0,0,0,1
2012-01-15,1,2.225,6,5,1201152,2,0.0,0,,0,0,0,1
2012-01-15,1,2.225,6,5,1201153,3,0.0,0,,0,0,0,1
2012-01-15,1,2.225,6,5,1201154,4,0.0,0,,0,0,0,1
2012-01-15,1,2.225,6,5,1201155,5,0.0,0,,0,0,0,1
2012-01-15,1,2.225,6,5,1201156,6,0.0,0,,0,0,0,1
2012-01-16,8,3.0625,6,61,1201161,1,0.0,0,,0,0,0,0
2012-01-16,8,3.0625,6,61,1201162,2,0.0,0,,0,0,0,0
2012-01-16,8,3.0625,6,61,1201163,3,0.0,0,,0,0,0,0
2012-01-16,8,3.0625,6,61,1201164,4,0.0,0,,0,0,0,0
2012-01-16,8,3.0625,6,61,1201165,5,0.0,0,,0,0,0,0
2012-01-16,8,3.0625,6,61,1201166,6,0.0,0,,0,0,0,0
2012-01-17,6,4.4875,10,20,1201171,1,0.0,0,,0,0,0,1
2012-01-17,6,4.4875,10,20,1201172,2,0.0,0,,0,0,0,1
2012-01-17,6,4.4875,10,20,1201173,3,0.0,0,,0,0,0,1
2012-01-17,6,4.4875,10,20,1201174,4,0.0,0,,0,0,0,1
2012-01-17,6,4.4875,10,20,1201175,5,0.0,0,,0,0,0,1
2012-01-17,6,4.4875,10,20,1201176,6,0.0,0,,0,0,0,1
2012-01-18,7,2.35,12,51,1201181,1,0.0,0,,0,0,0,0
2012-01-18,7,2.35,12,51,1201182,2,0.0,0,,0,0,0,0
2012-01-18,7,2.35,12,51,1201183,3,0.0,0,,0,0,0,0
2012-01-18,7,2.35,12,51,1201184,4,0.0,0,,0,0,0,0
2012-01-18,7,2.35,12,51,1201185,5,0.0,0,,0,0,0,0
2012-01-18,7,2.35,12,51,1201186,6,0.0,0,,0,0,0,0
2012-01-19,8,5.2625,16,80,1201191,1,0.0,0,,0,0,0,0
2012-01-19,8,5.2625,16,80,1201192,2,0.0,0,,0,0,0,0
2012-01-19,8,5.2625,16,80,1201193,3,0.0,0,,0,0,0,0
2012-01-19,8,5.2625,16,80,1201194,4,0.0,0,,0,0,0,0
2012-01-19,8,5.2625,16,80,1201195,5,0.0,0,,0,0,0,0
2012-01-19,8,5.2625,16,80,1201196,6,0.0,0,,0,0,0,0
2012-01-20,6,3.4375,12,26,1201201,1,0.0,0,,0,0,0,0
2012-01-20,6,3.4375,12,26,1201202,2,0.0,0,,0,0,0,0
2012-01-20,6,3.4375,12,26,1201203,3,0.0,0,,0,0,0,0
2012-01-20,6,3.4375,12,26,1201204,4,0.0,0,,0,0,0,0
2012-01-20,6,3.4375,12,26,1201205,5,0.0,0,,0,0,0,0
2012-01-20,6,3.4375,12,26,1201206,6,0.0,0,,0,0,0,0
2012-01-21,7,3.5375,16,68,1201211,1,0.0,0,,0,0,0,0
2012-01-21,7,3.5375,16,68,1201212,2,0.0,0,,0,0,0,0
2012-01-21,7,3.5375,16,68,1201213,3,0.0,0,,0,0,0,0
2012-01-21,7,3.5375,16,68,1201214,4,0.0,0,,0,0,0,0
2012-01-21,7,3.5375,16,68,1201215,5,0.0,0,,0,0,0,0
2012-01-21,7,3.5375,16,68,1201216,6,0.0,0,,0,0,0,0
2012-01-22,6,3.7875,12,21,1201221,1,0.0,0,,0,0,0,0
2012-01-22,6,3.7875,12,21,1201222,2,0.0,0,,0,0,0,0
2012-01-22,6,3.7875,12,21,1201223,3,0.0,0,,0,0,0,0
2012-01-22,6,3.7875,12,21,1201224,4,0.0,0,,0,0,0,0
2012-01-22,6,3.7875,12,21,1201225,5,0.0,0,,0,0,0,0
2012-01-22,6,3.7875,12,21,1201226,6,0.0,0,,0,0,0,0
2012-01-23,5,2.2125,4,10,1201231,1,0.0,0,,0,0,0,0
2012-01-23,5,2.2125,4,10,1201232,2,0.0,0,,0,0,0,0
2012-01-23,5,2.2125,4,10,1201233,3,0.0,0,,0,0,0,0
2012-01-23,5,2.2125,4,10,1201234,4,0.0,0,,0,0,0,0
2012-01-23,5,2.2125,4,10,1201235,5,0.0,0,,0,0,0,0
2012-01-23,5,2.2125,4,10,1201236,6,0.0,0,,0,0,0,0
2012-01-24,3,1.7625,6,49,1201241,1,0.0,0,,0,0,0,1
2012-01-24,3,1.7625,6,49,1201242,2,0.0,0,,0,0,0,1
2012-01-24,3,1.7625,6,49,1201243,3,0.0,0,,0,0,0,1
2012-01-24,3,1.7625,6,49,1201244,4,0.0,0,,0,0,0,1
2012-01-24,3,1.7625,6,49,1201245,5,0.0,0,,0,0,0,1
2012-01-24,3,1.7625,6,49,1201246,6,0.0,0,,0,0,0,1
2012-01-25,3,-0.1875,8,49,1201251,1,0.0,0,,0,0,0,1
2012-01-25,3,-0.1875,8,49,1201252,2,0.0,0,,0,0,0,1
2012-01-25,3,-0.1875,8,49,1201253,3,0.0,0,,0,0,0,1
2012-01-25,3,-0.1875,8,49,1201254,4,0.0,0,,0,0,0,1
2012-01-25,3,-0.1875,8,49,1201255,5,0.0,0,,0,0,0,1
2012-01-25,3,-0.1875,8,49,1201256,6,0.0,0,,0,0,0,1
2012-01-26,2,0.3625,12,5,1201261,1,0.0,0,,0,0,0,1
2012-01-26,2,0.3625,12,5,1201262,2,0.0,0,,0,0,0,1
2012-01-26,2,0.3625,12,5,1201263,3,0.0,0,,0,0,0,1
2012-01-26,2,0.3625,12,5,1201264,4,0.0,0,,0,0,0,1
2012-01-26,2,0.3625,12,5,1201265,5,0.0,0,,0,0,0,1
2012-01-26,2,0.3625,12,5,1201266,6,0.0,0,,0,0,0,1
2012-01-27,8,-1.0,10,71,1201271,1,0.0,0,,0,0,0,0
2012-01-27,8,-1.0,10,71,1201272,2,0.0,0,,0,0,0,0
2012-01-27,8,-1.0,10,71,1201273,3,0.0,0,,0,0,0,0
2012-01-27,8,-1.0,10,71,1201274,4,0.0,0,,0,0,0,0
2012-01-27,8,-1.0,10,71,1201275,5,0.0,0,,0,0,0,0
2012-01-27,8,-1.0,10,71,1201276,6,0.0,0,,0,0,0,0
2012-01-28,6,-1.3875,10,10,1201281,1,0.0,0,,0,0,0,0
2012-01-28,6,-1.3875,10,10,1201282,2,0.0,0,,0,0,0,0
2012-01-28,6,-1.3875,10,10,1201283,3,0.0,0,,0,0,0,0
2012-01-28,6,-1.3875,10,10,1201284,4,0.0,0,,0,0,0,0
2012-01-28,6,-1.3875,10,10,1201285,5,0.0,0,,0,0,0,0
2012-01-28,6,-1.3875,10,10,1201286,6,0.0,0,,0,0,0,0
2012-01-29,7,-3.1625,8,71,1201291,1,0.0,0,,0,0,0,0
2012-01-29,7,-3.1625,8,71,1201292,2,0.0,0,,0,0,0,0
2012-01-29,7,-3.1625,8,71,1201293,3,0.0,0,,0,0,0,0
2012-01-29,7,-3.1625,8,71,1201294,4,0.0,0,,0,0,0,0
2012-01-29,7,-3.1625,8,71,1201295,5,0.0,0,,0,0,0,0
2012-01-29,7,-3.1625,8,71,1201296,6,0.0,0,,0,0,0,0
2012-01-30,3,-2.275,12,77,1201301,1,0.0,0,,0,0,0,1
2012-01-30,3,-2.275,12,77,1201302,2,0.0,0,,0,0,0,1
2012-01-30,3,-2.275,12,77,1201303,3,0.0,0,,0,0,0,1
2012-01-30,3,-2.275,12,77,1201304,4,0.0,0,,0,0,0,1
2012-01-30,3,-2.275,12,77,1201305,5,0.0,0,,0,0,0,1
2012-01-30,3,-2.275,12,77,1201306,6,0.0,0,,0,0,0,1
2012-01-31,1,-2.375,18,5,1201311,1,0.0,0,,0,0,0,1
2012-01-31,1,-2.375,18,5,1201312,2,0.0,0,,0,0,0,1
2012-01-31,1,-2.375,18,5,1201313,3,0.0,0,,0,0,0,1
2012-01-31,1,-2.375,18,5,1201314,4,0.0,0,,0,0,0,1
2012-01-31,1,-2.375,18,5,1201315,5,0.0,0,,0,0,0,1
2012-01-31,1,-2.375,18,5,1201316,6,0.0,0,,0,0,0,1
2012-02-01,7,-1.825,16,71,1202011,1,0.0,0,,0,0,0,0
2012-02-01,7,-1.825,16,71,1202012,2,0.0,0,,0,0,0,0
2012-02-01,7,-1.825,16,71,1202013,3,0.0,0,,0,0,0,0
2012-02-01,7,-1.825,16,71,1202014,4,0.0,0,,0,0,0,0
2012-02-01,7,-1.825,16,71,1202015,5,0.0,0,,0,0,0,0
2012-02-01,7,-1.825,16,71,1202016,6,0.0,0,,0,0,0,0
2012-02-02,6,-5.85,8,85,1202021,1,0.0,0,,0,0,0,0
2012-02-02,6,-5.85,8,85,1202022,2,0.0,0,,0,0,0,0
2012-02-02,6,-5.85,8,85,1202023,3,0.0,0,,0,0,0,0
2012-02-02,6,-5.85,8,85,1202024,4,0.0,0,,0,0,0,0
2012-02-02,6,-5.85,8,85,1202025,5,0.0,0,,0,0,0,0
2012-02-02,6,-5.85,8,85,1202026,6,0.0,0,,0,0,0,0
2012-02-03,4,-5.85,14,3,1202031,1,0.0,0,,0,0,0,0
2012-02-03,4,-5.85,14,3,1202032,2,0.0,0,,0,0,0,0
2012-02-03,4,-5.85,14,3,1202033,3,0.0,0,,0,0,0,0
2012-02-03,4,-5.85,14,3,1202034,4,0.0,0,,0,0,0,0
2012-02-03,4,-5.85,14,3,1202035,5,0.0,0,,0,0,0,0
2012-02-03,4,-5.85,14,3,1202036,6,0.0,0,,0,0,0,0
2012-02-04,4,-7.5375,10,71,1202041,1,0.0,0,,0,0,0,0
2012-02-04,4,-7.5375,10,71,1202042,2,0.0,0,,0,0,0,0
2012-02-04,4,-7.5375,10,71,1202043,3,0.0,0,,0,0,0,0
2012-02-04,4,-7.5375,10,71,1202044,4,0.0,0,,0,0,0,0
2012-02-04,4,-7.5375,10,71,1202045,5,0.0,0,,0,0,0,0
2012-02-04,4,-7.5375,10,71,1202046,6,0.0,0,,0,0,0,0
2012-02-05,5,-7.7125,8,85,1202051,1,0.0,0,,0,0,0,1
2012-02-05,5,-7.7125,8,85,1202052,2,0.0,0,,0,0,0,1
2012-02-05,5,-7.7125,8,85,1202053,3,0.0,0,,0,0,0,1
2012-02-05,5,-7.7125,8,85,1202054,4,0.0,0,,0,0,0,1
2012-02-05,5,-7.7125,8,85,1202055,5,0.0,0,,0,0,0,1
2012-02-05,5,-7.7125,8,85,1202056,6,0.0,0,,0,0,0,1
2012-02-06,4,-10.25,6,10,1202061,1,0.0,0,,0,0,0,0
2012-02-06,4,-10.25,6,10,1202062,2,0.0,0,,0,0,0,0
2012-02-06,4,-10.25,6,10,1202063,3,0.0,0,,0,0,0,0
2012-02-06,4,-10.25,6,10,1202064,4,0.0,0,,0,0,0,0
2012-02-06,4,-10.25,6,10,1202065,5,0.0,0,,0,0,0,0
2012-02-06,4,-10.25,6,10,1202066,6,0.0,0,,0,0,0,0
2012-02-07,6,-3.0,18,71,1202071,1,0.0,0,,0,0,0,0
2012-02-07,6,-3.0,18,71,1202072,2,0.0,0,,0,0,0,0
2012-02-07,6,-3.0,18,71,1202073,3,0.0,0,,0,0,0,0
2012-02-07,6,-3.0,18,71,1202074,4,0.0,0,,0,0,0,0
2012-02-07,6,-3.0,18,71,1202075,5,0.0,0,,0,0,0,0
2012-02-07,6,-3.0,18,71,1202076,6,0.0,0,,0,0,0,0
2012-02-08,6,-2.7625,10,10,1202081,1,0.0,0,,0,0,0,1
2012-02-08,6,-2.7625,10,10,1202082,2,0.0,0,,0,0,0,1
2012-02-08,6,-2.7625,10,10,1202083,3,0.0,0,,0,0,0,1
2012-02-08,6,-2.7625,10,10,1202084,4,0.0,0,,0,0,0,1
2012-02-08,6,-2.7625,10,10,1202085,5,0.0,0,,0,0,0,1
2012-02-08,6,-2.7625,10,10,1202086,6,0.0,0,,0,0,0,1
2012-02-09,6,-1.6625,21,3,1202091,1,0.0,0,,0,0,0,0
2012-02-09,6,-1.6625,21,3,1202092,2,0.0,0,,0,0,0,0
2012-02-09,6,-1.6625,21,3,1202093,3,0.0,0,,0,0,0,0
2012-02-09,6,-1.6625,21,3,1202094,4,0.0,0,,0,0,0,0
2012-02-09,6,-1.6625,21,3,1202095,5,0.0,0,,0,0,0,0
2012-02-09,6,-1.6625,21,3,1202096,6,0.0,0,,0,0,0,0
2012-02-10,6,-2.8125,8,71,1202101,1,0.0,0,,0,0,0,0
2012-02-10,6,-2.8125,8,71,1202102,2,0.0,0,,0,0,0,0
2012-02-10,6,-2.8125,8,71,1202103,3,0.0,0,,0,0,0,0
2012-02-10,6,-2.8125,8,71,1202104,4,0.0,0,,0,0,0,0
2012-02-10,6,-2.8125,8,71,1202105,5,0.0,0,,0,0,0,0
2012-02-10,6,-2.8125,8,71,1202106,6,0.0,0,,0,0,0,0
2012-02-11,7,-4.575,8,78,1202111,1,0.0,0,,0,0,0,0
2012-02-11,7,-4.575,8,78,1202112,2,0.0,0,,0,0,0,0
2012-02-11,7,-4.575,8,78,1202113,3,0.0,0,,0,0,0,0
2012-02-11,7,-4.575,8,78,1202114,4,0.0,0,,0,0,0,0
2012-02-11,7,-4.575,8,78,1202115,5,0.0,0,,0,0,0,0
2012-02-11,7,-4.575,8,78,1202116,6,0.0,0,,0,0,0,0
2012-02-12,8,-1.2375,16,72,1202121,1,0.0,0,,0,0,0,0
2012-02-12,8,-1.2375,16,72,1202122,2,0.0,0,,0,0,0,0
2012-02-12,8,-1.2375,16,72,1202123,3,0.0,0,,0,0,0,0
2012-02-12,8,-1.2375,16,72,1202124,4,0.0,0,,0,0,0,0
2012-02-12,8,-1.2375,16,72,1202125,5,0.0,0,,0,0,0,0
2012-02-12,8,-1.2375,16,72,1202126,6,0.0,0,,0,0,0,0
2012-02-13,6,-2.325,8,10,1202131,1,0.0,0,,0,0,0,0
2012-02-13,6,-2.325,8,10,1202132,2,0.0,0,,0,0,0,0
2012-02-13,6,-2.325,8,10,1202133,3,0.0,0,,0,0,0,0
2012-02-13,6,-2.325,8,10,1202134,4,0.0,0,,0,0,0,0
2012-02-13,6,-2.325,8,10,1202135,5,0.0,0,,0,0,0,0
2012-02-13,6,-2.325,8,10,1202136,6,0.0,0,,0,0,0,0
2012-02-14,8,1.3,10,47,1202141,1,0.0,0,,0,0,0,0
2012-02-14,8,1.3,10,47,1202142,2,0.0,0,,0,0,0,0
2012-02-14,8,1.3,10,47,1202143,3,0.0,0,,0,0,0,0
2012-02-14,8,1.3,10,47,1202144,4,0.0,0,,0,0,0,0
2012-02-14,8,1.3,10,47,1202145,5,0.0,0,,0,0,0,0
2012-02-14,8,1.3,10,47,1202146,6,0.0,0,,0,0,0,0
2012-02-15,1,4.8625,18,5,1202151,1,0.0,0,,0,0,0,1
2012-02-15,1,4.8625,18,5,1202152,2,0.0,0,,0,0,0,1
2012-02-15,1,4.8625,18,5,1202153,3,0.0,0,,0,0,0,1
2012-02-15,1,4.8625,18,5,1202154,4,0.0,0,,0,0,0,1
2012-02-15,1,4.8625,18,5,1202155,5,0.0,0,,0,0,0,1
2012-02-15,1,4.8625,18,5,1202156,6,0.0,0,,0,0,0,1
2012-02-16,7,2.9625,10,61,1202161,1,0.0,0,,0,0,0,0
2012-02-16,7,2.9625,10,61,1202162,2,0.0,0,,0,0,0,0
2012-02-16,7,2.9625,10,61,1202163,3,0.0,0,,0,0,0,0
2012-02-16,7,2.9625,10,61,1202164,4,0.0,0,,0,0,0,0
2012-02-16,7,2.9625,10,61,1202165,5,0.0,0,,0,0,0,0
2012-02-16,7,2.9625,10,61,1202166,6,0.0,0,,0,0,0,0
2012-02-17,5,5.5625,14,69,1202171,1,0.0,0,,0,0,0,1
2012-02-17,5,5.5625,14,69,1202172,2,0.0,0,,0,0,0,1
2012-02-17,5,5.5625,14,69,1202173,3,0.0,0,,0,0,0,1
2012-02-17,5,5.5625,14,69,1202174,4,0.0,0,,0,0,0,1
2012-02-17,5,5.5625,14,69,1202175,5,0.0,0,,0,0,0,1
2012-02-17,5,5.5625,14,69,1202176,6,0.0,0,,0,0,0,1
2012-02-18,8,6.175,14,61,1202181,1,0.0,0,,0,0,0,0
2012-02-18,8,6.175,14,61,1202182,2,0.0,0,,0,0,0,0
2012-02-18,8,6.175,14,61,1202183,3,0.0,0,,0,0,0,0
2012-02-18,8,6.175,14,61,1202184,4,0.0,0,,0,0,0,0
2012-02-18,8,6.175,14,61,1202185,5,0.0,0,,0,0,0,0
2012-02-18,8,6.175,14,61,1202186,6,0.0,0,,0,0,0,0
2012-02-19,4,4.2,18,25,1202191,1,0.0,0,,0,0,0,0
2012-02-19,4,4.2,18,25,1202192,2,0.0,0,,0,0,0,0
2012-02-19,4,4.2,18,25,1202193,3,0.0,0,,0,0,0,0
2012-02-19,4,4.2,18,25,1202194,4,0.0,0,,0,0,0,0
2012-02-19,4,4.2,18,25,1202195,5,0.0,0,,0,0,0,0
2012-02-19,4,4.2,18,25,1202196,6,0.0,0,,0,0,0,0
2012-02-20,5,4.1125,14,61,1202201,1,0.0,0,,0,0,0,1
2012-02-20,5,4.1125,14,61,1202202,2,0.0,0,,0,0,0,1
2012-02-20,5,4.1125,14,61,1202203,3,0.0,0,,0,0,0,1
2012-02-20,5,4.1125,14,61,1202204,4,0.0,0,,0,0,0,1
2012-02-20,5,4.1125,14,61,1202205,5,0.0,0,,0,0,0,1
2012-02-20,5,4.1125,14,61,1202206,6,0.0,0,,0,0,0,1
2012-02-21,8,4.95,14,58,1202211,1,0.0,0,,0,0,0,0
2012-02-21,8,4.95,14,58,1202212,2,0.0,0,,0,0,0,0
2012-02-21,8,4.95,14,58,1202213,3,0.0,0,,0,0,0,0
2012-02-21,8,4.95,14,58,1202214,4,0.0,0,,0,0,0,0
2012-02-21,8,4.95,14,58,1202215,5,0.0,0,,0,0,0,0
2012-02-21,8,4.95,14,58,1202216,6,0.0,0,,0,0,0,0
2012-02-22,7,7.175,18,51,1202221,1,0.0,0,,0,0,0,0
2012-02-22,7,7.175,18,51,1202222,2,0.0,0,,0,0,0,0
2012-02-22,7,7.175,18,51,1202223,3,0.0,0,,0,0,0,0
2012-02-22,7,7.175,18,51,1202224,4,0.0,0,,0,0,0,0
2012-02-22,7,7.175,18,51,1202225,5,0.0,0,,0,0,0,0
2012-02-22,7,7.175,18,51,1202226,6,0.0,0,,0,0,0,0
2012-02-23,6,8.4125,18,21,1202231,1,0.0,0,,0,0,0,1
2012-02-23,6,8.4125,18,21,1202232,2,0.0,0,,0,0,0,1
2012-02-23,6,8.4125,18,21,1202233,3,0.0,0,,0,0,0,1
2012-02-23,6,8.4125,18,21,1202234,4,0.0,0,,0,0,0,1
2012-02-23,6,8.4125,18,21,1202235,5,0.0,0,,0,0,0,1
2012-02-23,6,8.4125,18,21,1202236,6,0.0,0,,0,0,0,1
2012-02-24,7,8.35,19,20,1202241,1,0.0,0,,0,0,0,0
2012-02-24,7,8.35,19,20,1202242,2,0.0,0,,0,0,0,0
2012-02-24,7,8.35,19,20,1202243,3,0.0,0,,0,0,0,0
2012-02-24,7,8.35,19,20,1202244,4,0.0,0,,0,0,0,0
2012-02-24,7,8.35,19,20,1202245,5,0.0,0,,0,0,0,0
2012-02-24,7,8.35,19,20,1202246,6,0.0,0,,0,0,0,0
2012-02-25,6,6.525,19,61,1202251,1,0.0,0,,0,0,0,0
2012-02-25,6,6.525,19,61,1202252,2,0.0,0,,0,0,0,0
2012-02-25,6,6.525,19,61,1202253,3,0.0,0,,0,0,0,0
2012-02-25,6,6.525,19,61,1202254,4,0.0,0,,0,0,0,0
2012-02-25,6,6.525,19,61,1202255,5,0.0,0,,0,0,0,0
2012-02-25,6,6.525,19,61,1202256,6,0.0,0,,0,0,0,0
2012-02-26,1,4.675,8,10,1202261,1,0.0,0,,0,0,0,1
2012-02-26,1,4.675,8,10,1202262,2,0.0,0,,0,0,0,1
2012-02-26,1,4.675,8,10,1202263,3,0.0,0,,0,0,0,1
2012-02-26,1,4.675,8,10,1202264,4,0.0,0,,0,0,0,1
2012-02-26,1,4.675,8,10,1202265,5,0.0,0,,0,0,0,1
2012-02-26,1,4.675,8,10,1202266,6,0.0,0,,0,0,0,1
2012-02-27,8,3.725,12,61,1202271,1,0.0,0,,0,0,0,0
2012-02-27,8,3.725,12,61,1202272,2,0.0,0,,0,0,0,0
2012-02-27,8,3.725,12,61,1202273,3,0.0,0,,0,0,0,0
2012-02-27,8,3.725,12,61,1202274,4,0.0,0,,0,0,0,0
2012-02-27,8,3.725,12,61,1202275,5,0.0,0,,0,0,0,0
2012-02-27,8,3.725,12,61,1202276,6,0.0,0,,0,0,0,0
2012-02-28,8,7.675,14,51,1202281,1,0.0,0,,0,0,0,0
2012-02-28,8,7.675,14,51,1202282,2,0.0,0,,0,0,0,0
2012-02-28,8,7.675,14,51,1202283,3,0.0,0,,0,0,0,0
2012-02-28,8,7.675,14,51,1202284,4,0.0,0,,0,0,0,0
2012-02-28,8,7.675,14,51,1202285,5,0.0,0,,0,0,0,0
2012-02-28,8,7.675,14,51,1202286,6,0.0,0,,0,0,0,0
2012-02-29,8,7.775,10,47,1202291,1,0.0,0,,0,0,0,0
